			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Byghalm, NH3-beh., høj FK 			682	85	  	4.5	8.3	4.7	5.3	-2.3	1.8	0.7	0.5	  	85.4	41.5	0	0	49.9	  	  	56.9	80	80	0	40.4	58.5	58	  	3.5	0.8	0.9	17	3.7	  	  	  	470	83	43	6	0.2	0.1	  	  	  	  	  	  	125	0.65	1.348558	  	10	0.5	  	2.1	2.5	98.5	110.7	-47.5	9.4	0	0	1042.2	1.4	2.8	260.9						2
Byghalm, NH3-beh., lav FK 			683	85	  	4.5	6.9	3.4	5	-2.9	1.8	0.7	0.5	  	86.8	43	0	0	47.4	  	  	49.5	80	80	0	40.4	54.6	54	  	3.5	0.8	0.9	17	3.7	  	  	  	470	83	43	6	0.2	0.1	  	  	  	  	  	  	129	0.65	1.414271	  	9.3	0.4	  	2.5	2.9	85.5	126.1	-73.8	11.3	0	0	1186.6	1.6	3.5	322.8						2
Havre- halm,    NH3-beh. 			686	85	  	6	8	4.4	5	-2	2	0.9	0.5	  	84	41.4	0	0	47.3	  	  	55.5	80	80	0	46	56.3	56	  	4.1	1.4	1.1	21	2.3	  	  	  	187	83	81	7	0.1	  	  	  	  	  	  	  	124	0.65	1.385256	  	9.6	0.4	  	2.3	2.7	102.4	115.8	-47.1	11.5	0	0	1090	1.5	3.2	285.9						2
Hvede- halm,    NH3-beh. 			689	85	  	3.1	8	4.4	5	-2	1.9	0.8	0.5	  	87	45.3	0	0	47.1	  	  	55.5	80	80	0	43.4	54.1	54	  	3.1	0.8	1	10	1.3	  	  	  	291	64	39	8	0.1	  	  	  	  	  	  	  	136	0.65	1.402563	  	9.5	0.4	  	2.4	2.8	107.4	121	-48.5	11.5	0	0	1138.8	1.6	3.4	329.1						2
Rughalm, NH3-beh. 			697	85	  	3.6	8	4.4	4.4	-0.9	1.9	0.8	0.5	  	86.5	44	0	0	41	  	  	55.5	80	80	0	43.4	47.4	48	  	2.9	1	1	10	1.5	  	  	  	166	74	19	4	0.1	  	  	  	  	  	  	  	132	0.7	1.492708	  	8.5	0.3	  	3.2	3.7	141.3	138.7	-29.4	15.1	0	0	1305.2	2.2	4.8	420.1						2
Vårbyg- halm 			781	85	  	4.5	4	0.7	4.4	-5	1.9	0.8	0.5	  	89.6	45.2	0	0	41.4	82	  	18	60	67	0	43.4	46.2	45	  	4.6	0.9	0.9	20	1.4	17	1.1	24.8	470	30	147	3	0.2	0.1	  	  	  	  	  	  	135	0.85	1.579816	  	7.6	0.2	  	4.4	5.2	31.6	193	-219.1	20.8	0	0	1816.4	3.7	6.9	591.9						4
Vinterbyg- halm 			782	85	  	4.5	4	0.7	4.3	-4.8	1.9	0.8	0.5	  	89.6	45.2	0	0	40.5	82	  	18	60	67	0	43.4	45.2	44	  	3.5	0.8	0.9	17	3.7	  	  	  	470	83	43	6	0.2	0.1	  	  	  	  	  	  	135	0.85	1.597269	  	7.5	0.2	  	4.7	5.6	34	203.1	-228	22.4	0	0	1911.5	4	7.5	637.5						4
Havre -halm 			785	85	  	6	3.7	0.4	4.2	-4.9	2	0.9	0.5	  	88.3	41.4	0	0	40	  	  	11.9	60	67	0	46	45.3	44	  	4.1	1.4	1.1	21	2.3	  	  	  	187	83	81	7	0.1	  	  	  	  	  	  	  	124	0.9	1.595573	  	7.3	0.2	  	4.7	5.5	20.7	199.2	-230.8	23.4	0	0	1875	4.2	7.5	581.3						4
Hvede -halm 			788	85	  	3.1	3.3	0.1	4.4	-5.5	1.9	0.8	0.5	  	91.7	45.3	0	0	41.7	  	  	2.1	60	67	0	43.4	45.5	44	  	3.6	0.9	0.9	15	0.1	9.5	0.9	64.1	291	35	46	3	0.1	  	  	  	  	  	  	  	136	0.9	1.591119	  	7.5	0.2	  	4.6	5.4	3.2	203.9	-251.7	21.8	0	0	1919.4	4.1	7.3	625.4						4
Rughalm 			796	85	  	3.6	3.8	0.5	4	-4.4	1.9	0.8	0.5	  	90.7	44	0	0	37.2	  	  	14.1	60	67	0	43.4	41	40	  	2.9	1	1	10	1.5	  	  	  	166	74	19	4	0.1	  	  	  	  	  	  	  	132	1	1.659665	  	6.8	0.2	  	6.4	7.6	34.4	254.3	-280.7	30.6	0	0	2393.4	6.4	10.7	849.2						4
Ærtehalm 			799	87	  	10	7.2	3.7	4.5	-3.3	1.6	0.5	0.4	  	81.2	41	0	0	42.6	  	  	51.3	60	67	0	33.5	52.4	52	  	13.5	2	2.4	7.5	1.7	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	123	0.7	1.483549	  	8.4	0.3	  	3.1	3.6	114.2	139.7	-101.4	12.4	0	0	1314.9	2.2	4.6	379.9						4
Hvidkløver- halm 			715	85	  	9.7	14.5	10.5	4.2	1.6	1.4	0.3	0.4	  	74.4	34	4.5	0	35.2	  	  	72.3	60	67	0	24.6	53.4	56	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	102	0.65	1.367102	  	9.5	0.5	  	2.2	2.6	230	92.6	35.2	7.7	98.7	0	773	1.4	3	223.7						4
Rajgræs- halm 			716	85	  	5.6	6.5	3	5	-4.4	1.4	0.3	0.4	  	86.5	33	4.5	0	42.1	  	  	46.8	60	67	0	24.6	53.9	53	  	3.4	1.1	0.8	15	0.8	3.2	0.8	278.3	  	60	70	5	0.1	  	  	  	  	  	  	  	99	0.65	1.414753	  	8.9	0.4	  	2.5	2.9	76.3	124.2	-111	8.8	112.7	0	1055.9	1.6	3.5	248						4
Rød- svingel -halm 			717	85	  	4.7	3.8	0.5	3.6	-3.7	1.4	0.3	0.4	  	90.1	43	4.5	0	28.9	  	  	14.1	60	67	0	24.6	37.1	36	  	3.4	1.1	0.8	15	0.8	3.2	0.8	278.3	  	60	70	5	0.1	  	  	  	  	  	  	  	129	1	1.750952	  	6	0.1	  	12.8	15	68.3	454.4	-472	44.8	575.6	0	3700.7	12.8	22.4	1650.2						4
Type 0, granuleret 			737	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	210	0	80	0	80	128	0.5	-158.6	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type 1, granuleret 			721	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	220	55	40	0	50	80	0.5	-110.9	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type 2, granuleret 			722	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	170	85	60	0	50	80	0.5	-110.9	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type 3, granuleret 			723	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	60	100	120	0	50	80	0.5	-110.9	  	4000	4500	900	25	20	  	600	  	160	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type U, granuleret 			728	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	50	100	160	0	50	80	0.5	-110.9	  	4000	4500	900	25	20	  	0	  	0	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type G, granuleret 			733	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	20	100	140	0	80	128	0.5	-158.6	  	4000	4500	900	25	20	  	600	  	160	8000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type K, granuleret 			735	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	240	40	40	0	40	64	0.3	-82.4	  	4000	3000	600	25	10	  	200	  	20	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type 0, pelleteret 			738	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	105	0	40	13.5	40	64	0.5	250.3	  	2000	2250	450	12.5	10	  	300	  	80	2000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type 1, pelleteret 			725	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	110	22.5	20	13.5	25	40	0.5	274.2	  	2000	2250	450	12.5	10	  	300	  	80	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type 2, pelleteret 			726	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	85	42.5	30	13.5	25	40	0.5	274.2	  	2000	2250	450	12.5	10	  	300	  	80	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type 3, pelleteret 			727	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	30	50	60	13.5	25	40	0.5	274.2	  	2000	2250	450	12.5	10	  	300	  	80	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type U, pelleteret 			729	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	25	50	80	13.5	25	40	0.5	274.2	  	2000	2250	450	12.5	10	  	0	  	0	0	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type G, pelleteret 			734	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	10	50	70	13.5	40	64	0.5	250.3	  	2000	2250	450	12.5	10	  	300	  	80	4000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Type K, pelleteret 			736	100	  	45	0	  	  	  	  	  	  	  	55	0	  	  	  	  	  	  	  	  	  	  	0	  	  	120	20	20	13.5	20	32	0.5	282.2	  	2000	1500	300	12.5	5	  	100	  	10	500	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Flydende mineral 			750	100	  	90	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	96	36	  	  	  	  	  	  	3500	3300	2000	8	20	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Kridt 			720	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	380	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Magne- siumoxyd 			730	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	560	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Magne- siumfosfat 			731	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	130	240	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Monoam- monium- fosfat 			724	100	  	90	71	71	0	71	  	  	  	  	  	0	  	  	  	  	  	100	100	  	  	  	0	  	  	  	240	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Mono- calcium- fosfat 			732	100	  	90	0	  	  	  	  	  	  	  	10	0	  	  	  	  	  	  	  	  	  	  	0	  	  	160	227	10	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Fodersalt 			740	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	380	570	  	465.4	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Natrium- bikarbonat 			741	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	270	  	  	11739.1	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Natrium- hydroxyd 			742	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	575	  	  	25000	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Glauber- salt 			743	100	  	100	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	144	  	100	10.9	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
Foder- urea 			760	100	  	100	288	288	0	288	  	  	  	  	  	0	  	  	  	  	  	100	100	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
ADE- vitaminer, piller 			770	100	  	41	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	10	  	5000	  	200	10000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3
ADE- vitaminer, pulver 			771	100	  	41	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	10	  	2500	  	200	22000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3																																																									
ADE- vitaminer, flydende 			775	100	  	  	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	10	  	30000	  	3000	66000	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3																																																									
E- vitaminer, pulver 			777	100	  	41	0	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	0	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	27500	  	  	0.22	1.05	  	0	0	  	  	  	  	  	  	  	  	  	  	  	  	  						3																																																									
Mælke- erstatning, 60% skummet-mælk 			301	95	  	6.7	25.3	20.5	5.3	16.4	20	18.2	17	  	48	0.1	45.7	2.3	0	  	  	81.1	100	  	100	91	100	95	  	11	8	1.7	11	5	  	  	  	105.3	31.6	42.1	5.3	0.3	0.3	  	26.3157	  	3.1578	315.7894	  	4	0.22	1.05	  	19.5	1.6	  	0.6	0.7	131.8	34.1	105.1	109.3	293.8	14.9	0	0.1	0.7	2.6						1																																																									
Mælke- erstatning, 51% skummet-mælk 			302	95	  	7.2	23.7	19	6	13.7	14.7	13.1	12.5	  	54.4	0.1	52.1	2.3	0	  	  	80.3	100	  	100	89.2	100	95	  	11	8	1.7	11	5	  	  	  	105.3	31.6	42.1	5.3	0.3	0.3	  	26.3157	  	3.1578	315.7894	  	4	0.22	1.05	  	18.4	1.4	  	0.7	0.7	131.3	41.1	94.4	86.4	359.6	16	0	0.2	0.7	2.8						1																																																									
Mælke- erstatning, valle- baseret 			303	95	  	11.6	18.9	14.6	5.7	9.4	17.9	16.2	15.2	  	51.6	0.1	51.6	0	0	  	  	77.2	100	  	100	90.4	100	95	  	11	8	1.7	11	5	  	  	  	105.3	31.6	42.1	5.3	0.3	0.3	  	26.3157	  	3.1578	315.7894	  	4	0.22	1.05	  	17.9	1.4	  	0.7	0.8	104.6	40.4	67.6	108.8	368.9	0	0	0.2	0.8	2.9						1																																																									
Mælke- erstatning, valle- soja- baseret 			304	95	  	11.6	23.2	18.5	5.3	14.2	16.8	15.2	14.3	  	48.4	1.1	48.4	0	0	  	  	80	100	  	100	90.1	100	95	  	11	8	1.7	11	5	  	  	  	105.3	31.6	42.1	5.3	0.3	0.3	  	26.32	  	3.16	315.79	  	4	0.22	1.05	  	18	1.4	  	0.7	0.7	131.7	38	100.7	101.7	344.1	0	0	0.2	0.7	2.8			  	  	  	1	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
Farm95026_1996_sows	sows_1	Pigmix	26961	79.8	  	8	19	15.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	8.87	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1996_piglets	piglets_2	Pigmix	26962	88.2	  	8	23.8	20.4	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	10.13	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.4	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1996_pigs	pigs_4	Pigmix	26964	26.6		8	26.5	19.5	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.69	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1997_sows	sows_1	Pigmix	26971	63	  	8	15	15.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	8.9	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1997_piglets	piglets_2	Pigmix	26972	87.9	  	8	17.7	20.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	9.84	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.4	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1997_pigs	pigs_4	Pigmix	26974	27.2	  	8	19.1	18.4	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.36	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1998_sows	sows_1	Pigmix	26981	61.3	  	8	18	14.5	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.42	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1998_piglets	piglets_2	Pigmix	26982	87.4	  	8	24.3	20.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	8.46	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.4	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1998_pigs	pigs_4	Pigmix	26984	27.1	  	8	19.9	16.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.23	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1																																																									
Farm95026_1999_sows	sows_1	Pigmix	26991	51.5	  	8	17.4	14.2	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.33	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_1999_piglets	piglets_2	Pigmix	26992	85.9	  	8	23.2	19.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.97	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_1999_pigs	pigs_4	Pigmix	26994	27.9	  	8	19.1	15.6	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	4.93	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2000_sows	sows_1	Pigmix	26001	44.1	  	8	17.3	14.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.7	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2000_piglets	piglets_2	Pigmix	26002	87.1	  	8	22.1	18.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.76	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2000_pigs	pigs_4	Pigmix	26004	27.4	  	8	18.8	15.6	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.89	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2001_sows	sows_1	Pigmix	26011	41.2	  	8	17.8	14.5	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.11	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2001_piglets	piglets_2	Pigmix	26012	87.2	  	8	22.8	19.4	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	8.04	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2001_pigs	pigs_4	Pigmix	26014	25.8	  	8	19.5	16.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.03	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2002_sows	sows_1	Pigmix	26021	38.9	  	8	17.4	14.4	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.78	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95026_2002_piglets	piglets_2	Pigmix	26022	87.2	  	8	22.6	18.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.68	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
